"DMR","MethylDiff","AveExpr","t","P.Value","adj.P.Val","B","Contrast","healthy","nbl"
"19:52996475-52996577",-0.829733333333334,0.486133333333333,-26.7528486850922,1.84089184691343e-06,0.000110648590398583,5.5124646195115,"healthy-all",0.0712666666666667,0.901
"7:37392953-37393048",-0.9112,0.528133333333333,-26.6128566273336,1.88812148507761e-06,0.000113318241915887,5.48251700050534,"healthy-all",0.0725333333333333,0.983733333333333
"12:113515860-113515906",-0.690933333333334,0.617733333333333,-26.5212516879864,1.91981757742548e-06,0.000115049067947175,5.46283314228094,"healthy-all",0.272266666666667,0.9632
"14:105663219-105663292",-0.938266666666667,0.473566666666667,-26.5121429147568,1.92300420148419e-06,0.000115068799699807,5.46087206921749,"healthy-all",0.00443333333333333,0.9427
"10:77155864-77155930",-0.893433333333334,0.521716666666667,-26.4613997184119,1.94087334178454e-06,0.000115965742354607,5.44993468488257,"healthy-all",0.075,0.968433333333333
"4:191043189-191043226",-0.183766666666667,0.88015,-26.3775260351169,1.97084999784809e-06,0.000117528278145956,5.43180911187219,"healthy-all",0.788266666666667,0.972033333333333
"8:1649614-1649701",-0.956,0.478,-26.3719522864243,1.97286176222757e-06,0.000117528278145956,5.43060250600752,"healthy-all",0,0.956
"14:58863105-58863175",-0.864266666666667,0.449633333333333,-26.3299288310176,1.98810942912887e-06,0.000118219172511098,5.42149686078456,"healthy-all",0.0175,0.881766666666667
"2:121345268-121345302",-0.8712,0.460866666666667,-26.3238398759022,1.99033048502705e-06,0.000118219172511098,5.42017627338609,"healthy-all",0.0252666666666667,0.896466666666667
"1:19992124-19992185",-0.657866666666667,0.374166666666667,-26.2175204903376,2.02959847322874e-06,0.000120374020788504,5.39706700917909,"healthy-all",0.0452333333333333,0.7031
"9:140918306-140918367",-0.851433333333333,0.55155,-26.1028537288672,2.07300056780164e-06,0.000122767361567558,5.37203580501055,"healthy-all",0.125833333333333,0.977266666666667
"12:38553016-38553120",0.782433333333333,0.467283333333333,26.0329914145147,2.09999227151351e-06,0.000124183243415743,5.356730074012,"healthy-all",0.8585,0.0760666666666667
"13:110436915-110436968",0.4628,0.2453,26.0033651717218,2.11156626766881e-06,0.000124684582353799,5.35022676205468,"healthy-all",0.4767,0.0139
"7:23245820-23245863",-0.855566666666667,0.532283333333333,-25.9089528598443,2.14896618183072e-06,0.000126707199280388,5.3294515595258,"healthy-all",0.1045,0.960066666666667
"10:105344631-105344692",-0.895266666666667,0.5349,-25.8428156998822,2.1756411844973e-06,0.000128092465118262,5.3148521590891,"healthy-all",0.0872666666666667,0.982533333333333
"14:69095026-69095081",-0.773833333333333,0.584916666666667,-25.8175704187445,2.18592840064622e-06,0.000128510252003539,5.30926935030322,"healthy-all",0.198,0.971833333333333
"2:240230808-240230882",0.8637,0.495983333333333,25.6676953193086,2.24822216686933e-06,0.000131979817612237,5.27601046377116,"healthy-all",0.927833333333333,0.0641333333333333
"19:1468221-1468265",-0.847466666666667,0.524066666666667,-25.585194482339,2.28342504866253e-06,0.000133851252015559,5.25761802523957,"healthy-all",0.100333333333333,0.9478
"22:51042936-51043007",-0.699166666666667,0.634783333333333,-25.5332497975609,2.30593051531324e-06,0.000134974022939214,5.24600661907896,"healthy-all",0.2852,0.984366666666667
"19:1363130-1363189",-0.735933333333333,0.512833333333333,-25.5067820230708,2.31750063278735e-06,0.000135454380236545,5.24008090664543,"healthy-all",0.144866666666667,0.8808
"22:30476149-30476253",-0.782,0.5348,-25.4832932247554,2.32782713391902e-06,0.000135860763058048,5.23481688855052,"healthy-all",0.1438,0.9258
"5:175305736-175305806",-0.8609,0.507483333333333,-25.4268017568095,2.35289060146751e-06,0.000137124829828796,5.22213644892277,"healthy-all",0.0770333333333333,0.937933333333333
"16:3639229-3639299",-0.591866666666667,0.657466666666667,-25.3538591708116,2.3857355236351e-06,0.000138838085653626,5.20572075965678,"healthy-all",0.361533333333333,0.9534
"16:54967472-54967530",-0.861366666666667,0.557516666666667,-25.3435454482621,2.39042407798129e-06,0.000138910199198246,5.20339578064889,"healthy-all",0.126833333333333,0.9882
"10:126840374-126840422",-0.789466666666667,0.5655,-25.1557556782952,2.47776504907437e-06,0.000143778207912499,5.16089380734236,"healthy-all",0.170766666666667,0.960233333333333
"8:49309169-49309244",-0.774366666666667,0.555383333333333,-25.0839646844414,2.51216758704209e-06,0.000145564749493197,5.14456013693751,"healthy-all",0.1682,0.942566666666667
"1:1564794-1564856",-0.842166666666667,0.517883333333333,-25.0712138167958,2.51833787543888e-06,0.000145712621525573,5.14165412359601,"healthy-all",0.0968,0.938966666666667
"21:31865399-31865482",0.831633333333333,0.45495,25.0045800818352,2.55088126135007e-06,0.000147383844011232,5.12644331786821,"healthy-all",0.870766666666667,0.0391333333333333
"10:120353936-120353982",-0.794166666666667,0.589883333333333,-24.8945641894723,2.6057281159958e-06,0.000150337073007546,5.101238990662,"healthy-all",0.1928,0.986966666666667
"7:96619039-96619090",-0.8551,0.533016666666667,-24.8661523548296,2.62012251261942e-06,0.000150951292855074,5.09471151571145,"healthy-all",0.105466666666667,0.960566666666667
"2:219866403-219866445",-0.932133333333333,0.5166,-24.8525875366684,2.62702868158062e-06,0.000151132960051333,5.09159239250532,"healthy-all",0.0505333333333333,0.982666666666667
"1:110611515-110611559",-0.8936,0.487133333333333,-24.8112539412098,2.6482082062765e-06,0.000152134083701799,5.08207737427036,"healthy-all",0.0403333333333333,0.933933333333333
"2:11810211-11810269",-0.8215,0.43085,-24.7800369950748,2.66434033782509e-06,0.000152842805903923,5.07488052824266,"healthy-all",0.0201,0.8416
"12:113013363-113013452",-0.757066666666667,0.532166666666667,-24.750963463904,2.67947137722702e-06,0.000153492164768577,5.06816953875932,"healthy-all",0.153633333333333,0.9107
"22:39631786-39631883",-0.805266666666667,0.572733333333333,-24.709706767844,2.70112108591931e-06,0.000154512567117978,5.05863256851794,"healthy-all",0.1701,0.975366666666667
"9:136404903-136404992",-0.7609,0.587616666666667,-24.6629024197156,2.72593761664431e-06,0.000155710969872175,5.04779358336544,"healthy-all",0.207166666666667,0.968066666666667
"1:156893961-156894021",-0.850633333333333,0.48245,-24.498782180329,2.81515488804491e-06,0.000160579465292431,5.0096207132597,"healthy-all",0.0571333333333333,0.907766666666667
"16:67687529-67687611",0.823,0.4389,24.4507113345524,2.84194984790877e-06,0.000161878588861576,4.998390692021,"healthy-all",0.8504,0.0274
"19:591199-591260",-0.739366666666667,0.549016666666667,-24.4012869457037,2.86982022980889e-06,0.000163235212534794,4.98682107127613,"healthy-all",0.179333333333333,0.9187
"1:110611592-110611665",-0.901466666666667,0.484666666666667,-24.3424982015452,2.90340107870952e-06,0.000164912362257702,4.97302836308303,"healthy-all",0.0339333333333333,0.9354
"2:74730717-74730802",-0.850666666666667,0.535766666666667,-24.3166468814988,2.91831738518258e-06,0.000165526140026321,4.96695255773301,"healthy-all",0.110433333333333,0.9611
"2:636724-636780",-0.6948,0.630666666666667,-24.2675197511623,2.94691911558828e-06,0.000166913332916815,4.95538818349614,"healthy-all",0.283266666666667,0.978066666666667
"1:35331575-35331656",-0.907466666666667,0.453733333333333,-24.1782328107825,2.99977127388717e-06,0.000169497301661801,4.93430938115183,"healthy-all",0,0.907466666666667
"1:156358413-156358493",-0.908066666666667,0.495666666666667,-24.1762499305497,3.00095791226599e-06,0.000169497301661801,4.93384036847035,"healthy-all",0.0416333333333333,0.9497
"7:36011266-36011313",-0.838866666666667,0.5561,-24.135695083308,3.0253521184522e-06,0.000170635791543682,4.92423932208363,"healthy-all",0.136666666666667,0.975533333333333
"1:79472408-79472438",-0.8472,0.518466666666667,-24.0320681967001,3.08877801515315e-06,0.00017396948174578,4.89963197064744,"healthy-all",0.0948666666666667,0.942066666666667
"11:73053962-73053999",0.906466666666667,0.4806,23.9008194377707,3.17142490188634e-06,0.000178374933273554,4.868310681703,"healthy-all",0.933833333333333,0.0273666666666667
"19:18980719-18980798",-0.906266666666667,0.5199,-23.8344139272739,3.21425418327812e-06,0.000180531701833742,4.85239717767787,"healthy-all",0.0667666666666667,0.973033333333333
"14:74057461-74057498",-0.130066666666666,0.916333333333333,-23.7639804012043,3.26044509090975e-06,0.000182871008713129,4.83546924787107,"healthy-all",0.8513,0.981366666666667
"9:141045017-141045111",-0.657033333333333,0.62355,-23.617028276737,3.35941824607032e-06,0.00018816012821627,4.79998675988844,"healthy-all",0.295033333333333,0.952066666666667
"7:2289038-2289096",-0.911066666666667,0.515366666666667,-23.6082082436222,3.3654728822383e-06,0.000188237442278637,4.79785000603684,"healthy-all",0.0598333333333333,0.9709
"4:778877-778987",-0.505433333333333,0.697616666666667,-23.550123024876,3.40567624956359e-06,0.000189989054846252,4.78375798983756,"healthy-all",0.4449,0.950333333333333
"10:134598092-134598132",-0.866833333333333,0.459616666666667,-23.5493355413836,3.40622526381252e-06,0.000189989054846252,4.78356669747422,"healthy-all",0.0262,0.893033333333333
"11:67806426-67806469",-0.897066666666667,0.448533333333333,-23.5400889662023,3.41267973072448e-06,0.000190085788984793,4.78132007190952,"healthy-all",0,0.897066666666667
"12:122016590-122016638",-0.799266666666667,0.498366666666667,-23.3401725269919,3.55589972957851e-06,0.000197789555262232,4.73252720218708,"healthy-all",0.0987333333333333,0.898
"18:34823779-34823894",-0.829233333333333,0.55175,-23.3307750058212,3.56280845781185e-06,0.000197900495730401,4.73022319675728,"healthy-all",0.137133333333333,0.966366666666667
"17:1901999-1902069",-0.885466666666667,0.493133333333333,-23.2238837252124,3.64254017247003e-06,0.00020205059956686,4.70395027942082,"healthy-all",0.0504,0.935866666666667
"11:608946-609017",-0.2448,0.818433333333333,-23.190589456423,3.6678125892722e-06,0.000203172600801349,4.69574188377314,"healthy-all",0.696033333333333,0.940833333333333
"3:122640689-122640753",-0.9299,0.51345,-23.1423138558486,3.70483292852307e-06,0.000204941383055704,4.68381880765135,"healthy-all",0.0485,0.9784
"17:15652986-15653050",-0.698966666666667,0.62755,-23.1247641273373,3.71840243337801e-06,0.000205409855136579,4.67947815941909,"healthy-all",0.278066666666667,0.977033333333333
"20:56194186-56194250",-0.912066666666667,0.4718,-23.1142066656085,3.72659433167788e-06,0.000205580384015068,4.67686533484537,"healthy-all",0.0157666666666667,0.927833333333333
"19:34311459-34311515",-0.889833333333333,0.444916666666667,-23.0029545043668,3.81425373773327e-06,0.000210128334161774,4.64925848121858,"healthy-all",0,0.889833333333333
"7:155596860-155596897",-0.111533333333333,0.0574666666666667,-22.936986605223,3.86740527879022e-06,0.000212765407079455,4.63282503150906,"healthy-all",0.0017,0.113233333333333
"16:67428540-67428621",-0.873566666666667,0.539483333333333,-22.8428719737298,3.94478793524262e-06,0.000216726541528179,4.6092971107564,"healthy-all",0.1027,0.976266666666667
"19:46997017-46997056",-0.908366666666667,0.459283333333333,-22.7948888867565,3.98495775646715e-06,0.000218635195927368,4.59726404318834,"healthy-all",0.0051,0.913466666666667
"17:6606244-6606328",0.855333333333334,0.444266666666667,22.7586693725039,4.01560606725147e-06,0.000220016968618073,4.58816407762768,"healthy-all",0.871933333333333,0.0166
"12:49658345-49658374",-0.900433333333333,0.452783333333333,-22.7160273478782,4.05205362893035e-06,0.000221712298492736,4.57743175006221,"healthy-all",0.00256666666666667,0.903
"8:102505530-102505597",-0.8881,0.531483333333333,-22.6241768226418,4.1319238006459e-06,0.00022577571692783,4.55424524534053,"healthy-all",0.0874333333333333,0.975533333333333
"4:3534682-3534718",-0.8714,0.497266666666667,-22.6131829510643,4.14161023016042e-06,0.000225998354442805,4.55146362430078,"healthy-all",0.0615666666666667,0.932966666666667
"12:50355105-50355162",-0.8253,0.43985,-22.492329157168,4.24991497774554e-06,0.000231594487237876,4.52079557063671,"healthy-all",0.0272,0.8525
"12:115173645-115173757",-0.931066666666667,0.509966666666667,-22.4378618433092,4.29983999878619e-06,0.000233931392905408,4.50691953985765,"healthy-all",0.0444333333333333,0.9755
"19:51190108-51190198",-0.8833,0.523416666666667,-22.4276557314174,4.30927337897918e-06,0.000233931392905408,4.50431566806828,"healthy-all",0.0817666666666667,0.965066666666667
"11:62694679-62694763",-0.8643,0.49525,-22.4266270477091,4.3102255602248e-06,0.000233931392905408,4.5040531551493,"healthy-all",0.0631,0.9274
"12:49735757-49735842",-0.838666666666667,0.4671,-22.3471889069696,4.38452729868256e-06,0.000237643740033978,4.48374438015722,"healthy-all",0.0477666666666667,0.886433333333333
"19:55944676-55944764",-0.801633333333333,0.514616666666667,-22.2597634113859,4.46809051425559e-06,0.00024184741008009,4.46130940271791,"healthy-all",0.1138,0.915433333333333
"17:18907127-18907226",-0.7925,0.575516666666667,-22.2437944975332,4.48356039410363e-06,0.000241976317010656,4.4572019089437,"healthy-all",0.179266666666667,0.971766666666667
"2:45176480-45176550",-0.8029,0.56165,-22.2424115725947,4.4849031344714e-06,0.000241976317010656,4.4568460559733,"healthy-all",0.1602,0.9631
"11:430249-430333",0.863866666666667,0.5067,22.2387114259874,4.48849814523999e-06,0.000241976317010656,4.45589382814632,"healthy-all",0.938633333333333,0.0747666666666667
"17:1901847-1901911",-0.925733333333334,0.484566666666667,-22.1545681372225,4.57119516307649e-06,0.000246105080765045,4.4341965159838,"healthy-all",0.0217,0.947433333333333
"12:49374247-49374313",-0.189,0.0945,-22.1371451122958,4.58854729717684e-06,0.000246709463557555,4.42969342761261,"healthy-all",0,0.189
"5:149546597-149546671",-0.8051,0.57655,-22.1303450266936,4.59534122739162e-06,0.000246745315424384,4.42793493599988,"healthy-all",0.174,0.9791
"10:134597818-134597914",-0.844566666666667,0.49265,-22.0841302475253,4.6418364715055e-06,0.000248909982082554,4.4159694454887,"healthy-all",0.0703666666666667,0.914933333333333
"9:633179-633262",0.837066666666667,0.546733333333333,21.9634590296976,4.76593679066562e-06,0.000255224787894808,4.3846072789399,"healthy-all",0.965266666666667,0.1282
"1:209979613-209979664",-0.904733333333334,0.471166666666667,-21.7928999000069,4.9482298140576e-06,0.000264635010414228,4.33998264018931,"healthy-all",0.0188,0.923533333333333
"12:56474209-56474281",-0.4253,0.223916666666667,-21.7513233034798,4.99393226793621e-06,0.000266724995175145,4.32905144950356,"healthy-all",0.0112666666666667,0.436566666666667
"6:164051833-164051904",-0.882766666666666,0.533483333333333,-21.7018800077198,5.04894549081137e-06,0.000269306071338364,4.31602461664718,"healthy-all",0.0921,0.974866666666667
"14:105202800-105202879",-0.762733333333333,0.462833333333333,-21.6229947485361,5.13823635079966e-06,0.000273706238205097,4.29517886589814,"healthy-all",0.0814666666666667,0.8442
"22:51042647-51042742",-0.892333333333333,0.532466666666667,-21.6042068791835,5.15978208811215e-06,0.000274490864557945,4.29020283650153,"healthy-all",0.0863,0.978633333333333
"12:3948054-3948093",-0.4569,0.744983333333333,-21.5943404405951,5.17114038042479e-06,0.00027473218240117,4.28758793755629,"healthy-all",0.516533333333333,0.973433333333333
"12:132908090-132908184",0.863233333333333,0.487716666666667,21.582924875102,5.18431962555158e-06,0.000275061723699931,4.28456097699859,"healthy-all",0.919333333333333,0.0561
"16:88497124-88497204",-0.934166666666667,0.467083333333333,-21.5771486266422,5.19100370022963e-06,0.000275061723699931,4.28302872989826,"healthy-all",0,0.934166666666667
"5:134826411-134826494",-0.885033333333333,0.482716666666667,-21.5665710125864,5.2032706683226e-06,0.000275175677215919,4.28022177212701,"healthy-all",0.0402,0.925233333333333
"5:140263211-140263261",-0.510966666666667,0.724216666666667,-21.5635156986703,5.20682044246556e-06,0.000275175677215919,4.279410733083,"healthy-all",0.468733333333333,0.9797
"14:70039624-70039692",-0.674466666666666,0.641266666666667,-21.5206731005299,5.25690496858493e-06,0.000277194851266073,4.26802591802043,"healthy-all",0.304033333333333,0.9785
"1:1566130-1566196",-0.817533333333333,0.500933333333333,-21.5190674055644,5.25879333434183e-06,0.000277194851266073,4.26759878516534,"healthy-all",0.0921666666666667,0.9097
"7:154705970-154706038",-0.874633333333333,0.535716666666667,-21.4935334902224,5.28893235593377e-06,0.000278419078308247,4.26080217591858,"healthy-all",0.0984,0.973033333333333
"16:67687104-67687143",0.718766666666667,0.389516666666667,21.4592047820601,5.32978079296765e-06,0.00027995290877289,4.25165179200413,"healthy-all",0.7489,0.0301333333333333
"19:18980048-18980093",-0.596533333333333,0.685966666666667,-21.4573715074422,5.33197290925993e-06,0.00027995290877289,4.25116271606208,"healthy-all",0.3877,0.984233333333333
"16:49872702-49872825",-0.9258,0.5085,-21.4232883644021,5.37292581473058e-06,0.00028173580141278,4.242062466674,"healthy-all",0.0456,0.9714
"2:198029295-198029359",-0.474733333333333,0.741166666666667,-21.3966204872662,5.40523314355454e-06,0.000283061305492958,4.23493197073421,"healthy-all",0.5038,0.978533333333333
"1:32054605-32054656",-0.762366666666667,0.593016666666667,-21.3273787464985,5.49021580103682e-06,0.000287138286394226,4.21637631353702,"healthy-all",0.211833333333333,0.9742
"15:29967492-29967600",-0.941033333333333,0.517916666666667,-21.1659739836674,5.69464101788207e-06,0.00029744343505983,4.17288690541193,"healthy-all",0.0474,0.988433333333333
"7:75912271-75912336",-0.9242,0.475433333333333,-21.1389607604279,5.72974341063983e-06,0.000298889244676006,4.16557592087772,"healthy-all",0.0133333333333333,0.937533333333333
"14:105189908-105189966",-0.796233333333334,0.504883333333333,-21.1282104672744,5.74378533581794e-06,0.000299234125819824,4.1626638071443,"healthy-all",0.106766666666667,0.903
"13:114875309-114875404",0.790766666666667,0.516716666666667,21.1123934699003,5.7645207440864e-06,0.000299926375820547,4.15837648946017,"healthy-all",0.9121,0.121333333333333
"14:100784752-100784780",-0.9156,0.511866666666667,-21.0532385089938,5.84287353606404e-06,0.000303601015104771,4.14231351577691,"healthy-all",0.0540666666666667,0.969666666666667
"10:135259986-135260031",-0.3127,0.81305,-21.0477377684922,5.85022442256964e-06,0.000303601015104771,4.1408175446311,"healthy-all",0.6567,0.9694
"11:1578184-1578241",-0.809866666666667,0.574566666666667,-21.0319537861504,5.87137916511627e-06,0.000304306705737963,4.13652278732856,"healthy-all",0.169633333333333,0.9795
"3:62363041-62363120",-0.8762,0.547033333333333,-21.0142880857722,5.89516523951553e-06,0.00030514678581045,4.13171219237448,"healthy-all",0.108933333333333,0.985133333333333
"12:52626748-52626845",-0.773433333333333,0.579183333333333,-21.004227654034,5.90876300967942e-06,0.00030541203596762,4.12897079858293,"healthy-all",0.192466666666667,0.9659
"5:178548140-178548188",-0.241933333333333,0.8186,-20.9992849269364,5.91545747696218e-06,0.00030541203596762,4.12762345999767,"healthy-all",0.697633333333333,0.939566666666667
"3:122641273-122641324",-0.851033333333333,0.556383333333333,-20.9824166433921,5.93837287341322e-06,0.000306202578726279,4.12302294015116,"healthy-all",0.130866666666667,0.9819
"6:166267976-166268067",-0.8516,0.488466666666667,-20.9432692469607,5.99196737832173e-06,0.000308570995258817,4.11233190882982,"healthy-all",0.0626666666666667,0.914266666666667
"17:36718271-36718330",-0.9033,0.520283333333333,-20.9137389473267,6.0327812976512e-06,0.000310276035297205,4.10425403006416,"healthy-all",0.0686333333333333,0.971933333333333
"19:46443597-46443656",-0.7184,0.6166,-20.8923640997971,6.06253246124164e-06,0.00031109758931307,4.09839991160088,"healthy-all",0.2574,0.9758
"15:31775845-31775919",-0.875966666666667,0.515616666666667,-20.8911660651877,6.06420520003874e-06,0.00031109758931307,4.0980716178712,"healthy-all",0.0776333333333333,0.9536
"1:110754612-110754651",-0.761466666666667,0.5804,-20.8301052042929,6.15020127146832e-06,0.000315107831301909,4.08131429674492,"healthy-all",0.199666666666667,0.961133333333333
"5:140782688-140782792",-0.787033333333333,0.580183333333333,-20.8215104102259,6.1624234372496e-06,0.000315332851641015,4.07895162682288,"healthy-all",0.186666666666667,0.9737
"2:220313901-220313965",-0.809066666666667,0.4351,-20.7807178777361,6.22083248514016e-06,0.00031791769671203,4.06772462137199,"healthy-all",0.0305666666666667,0.839633333333333
"14:51339024-51339103",-0.839633333333334,0.455383333333333,-20.6497177635351,6.41296644612823e-06,0.000327028653028562,4.03152084187948,"healthy-all",0.0355666666666667,0.8752
"21:47010224-47010299",-0.925366666666667,0.482283333333333,-20.6481211380487,6.41535188827107e-06,0.000327028653028562,4.03107817592895,"healthy-all",0.0196,0.944966666666667
"5:149546814-149546864",-0.817933333333333,0.546466666666667,-20.6260789740307,6.44839346265892e-06,0.000328297412306874,4.02496346467787,"healthy-all",0.1375,0.955433333333333
"12:52215819-52215891",-0.5109,0.70585,-20.6130643550887,6.46799879779288e-06,0.000328879772204441,4.02135001418534,"healthy-all",0.4504,0.9613
"1:6511938-6512019",0.8077,0.512816666666667,20.6044363540688,6.48103565550332e-06,0.000329127095690762,4.01895323098609,"healthy-all",0.916666666666667,0.108966666666667
"1:36788106-36788196",-0.8818,0.522133333333333,-20.5806892374838,6.51708110223181e-06,0.000330540772125916,4.0123513052289,"healthy-all",0.0812333333333333,0.963033333333333
"5:140811605-140811674",-0.806633333333334,0.56335,-20.5676002371495,6.53705190122255e-06,0.000331136625300797,4.00870918187453,"healthy-all",0.160033333333333,0.966666666666667
"20:57267676-57267714",-0.8601,0.49965,-20.5110974914145,6.6241121489206e-06,0.000335125151192439,3.99296019171519,"healthy-all",0.0696,0.9297
"10:88296558-88296617",-0.8604,0.5112,-20.4236198072269,6.76166944133866e-06,0.000341655194569823,3.96849184999658,"healthy-all",0.081,0.9414
"12:58131912-58131997",0.817533333333333,0.440666666666667,20.4122199529835,6.77984774491671e-06,0.000341860379679716,3.96529549372499,"healthy-all",0.849433333333333,0.0319
"2:220312963-220313067",-0.816766666666667,0.581283333333333,-20.4104294522332,6.78270823580475e-06,0.000341860379679716,3.96479330087662,"healthy-all",0.1729,0.989666666666667
"17:36718483-36718581",-0.8583,0.55205,-20.3377167083835,6.90011094730619e-06,0.00034734295994871,3.94436184349179,"healthy-all",0.1229,0.9812
"10:22541738-22541794",-0.898033333333333,0.45365,-20.3107954885195,6.94419778972589e-06,0.000349125829201063,3.93677877704564,"healthy-all",0.00463333333333333,0.902666666666667
"17:1389556-1389672",-0.4087,0.305716666666667,-20.2972100949041,6.96657427601839e-06,0.000349814105572988,3.93294828450379,"healthy-all",0.101366666666667,0.510066666666667
"4:48493011-48493074",-0.851533333333333,0.5627,-20.1745069302824,7.17266190882182e-06,0.000359610943608598,3.89823490759813,"healthy-all",0.136933333333333,0.988466666666667
"17:61926254-61926307",-0.915133333333333,0.457566666666667,-20.1704860029608,7.17953859256817e-06,0.000359610943608598,3.89709380355247,"healthy-all",0,0.915133333333333
"5:132150128-132150164",-0.591933333333334,0.681566666666667,-20.1172313205102,7.27136894051494e-06,0.000363758134911152,3.88195914419195,"healthy-all",0.3856,0.977533333333333
"6:90597327-90597378",-0.7477,0.59345,-20.0805836320147,7.33538473330483e-06,0.00036650530843042,3.87152085849603,"healthy-all",0.2196,0.9673
"13:114524084-114524157",0.660666666666667,0.361733333333333,20.0619676247047,7.36816276176023e-06,0.000367686843344295,3.86621121964506,"healthy-all",0.692066666666667,0.0314
"1:33772826-33772919",-0.493466666666667,0.738233333333333,-20.0259135401513,7.43214764332699e-06,0.000370420814040125,3.85591392202381,"healthy-all",0.4915,0.984966666666667
"20:62272804-62272847",-0.882766666666667,0.52645,-20.0007921738831,7.4771259248095e-06,0.000372201901258348,3.84872815111142,"healthy-all",0.0850666666666667,0.967833333333333
"15:78111116-78111221",-0.5676,0.3279,-19.945696372704,7.57692431504451e-06,0.000376704097643404,3.83293686660484,"healthy-all",0.0441,0.6117
"13:110434494-110434543",0.822133333333333,0.5296,19.8741861397507,7.7088573410221e-06,0.000382790868039829,3.81237599468992,"healthy-all",0.940666666666667,0.118533333333333
"18:55107886-55107945",-0.922866666666667,0.5194,-19.8488493912068,7.75626479152084e-06,0.000384670615048443,3.80507339144393,"healthy-all",0.0579666666666667,0.980833333333333
"8:22446813-22446862",0.825466666666667,0.444933333333333,19.8126045580512,7.82469392889546e-06,0.000387587022399199,3.79461067803437,"healthy-all",0.857666666666667,0.0322
"11:76849187-76849269",-0.7921,0.59035,-19.743037826456,7.95808123023925e-06,0.000393655427834354,3.77447548140031,"healthy-all",0.1943,0.9864
"12:50354938-50355026",-0.748,0.527566666666667,-19.7369036359866,7.96997374928526e-06,0.000393655427834354,3.77269662990871,"healthy-all",0.153566666666667,0.901566666666667
"4:6660417-6660469",-0.6751,0.587116666666667,-19.733526749712,7.97652973884017e-06,0.000393655427834354,3.77171713299171,"healthy-all",0.249566666666667,0.924666666666667
"19:2250923-2251021",-0.887466666666667,0.5483,-19.7215932189708,7.99974992180162e-06,0.000394318150674263,3.76825436496736,"healthy-all",0.104566666666667,0.992033333333333
"9:96080114-96080174",-0.682466666666667,0.6295,-19.707131141833,8.02799928257938e-06,0.000395226844876228,3.7640550878063,"healthy-all",0.288266666666667,0.970733333333333
"3:51989896-51989966",-0.796733333333333,0.5733,-19.6918207428199,8.0580366625143e-06,0.000396221238627733,3.75960614283832,"healthy-all",0.174933333333333,0.971666666666667
"5:132150165-132150269",-0.822666666666667,0.576333333333333,-19.6854013212706,8.07067112904819e-06,0.000396358532973048,3.75773974183606,"healthy-all",0.165,0.987666666666667
"7:25892474-25892568",-0.875966666666667,0.47705,-19.6606955491037,8.11951913123912e-06,0.000398271808689562,3.75055105680686,"healthy-all",0.0390666666666667,0.915033333333333
